Entered data
Reagents:
Zn(NO3)2 1.0
NH2CH2COOH 0.6667
C6H8O7 0.277778
O2 -0.249924
Products:
ZnO 1.0
CO2 2.500068
H2O 2.777862
N2 1.33335
C 0.5
Mass of object product, g: 5
Emitting area, m^2: 0.0113
Burning time, s: 8
Ignition temperature, K: 450
The amount of water in crystalline hydrate: 0
Start of calculations
  T, K    Cp(reag)   Cp(prod)    dH(reag)     dH(prod)        Q          Cp*dT       A          delta       delta*n      rad       Result 
  2100    64.8164    98.3820    -292418.2    -326024.1      33605.9    143017.3   22482.0    -131893.4     -8104.6  23810.8    -31915.5
  2101    64.8164    98.3901    -292418.2    -325925.7      33507.6    143115.7   22495.7    -132103.8     -8117.6  23856.2    -31973.8
  2102    64.8164    98.3981    -292418.2    -325827.3      33409.2    143214.1   22509.3    -132314.3     -8130.5  23901.7    -32032.2
  2103    64.8164    98.4061    -292418.2    -325728.9      33310.8    143312.5   22522.9    -132524.7     -8143.4  23947.2    -32090.6
  2104    64.8164    98.4142    -292418.2    -325630.5      33212.3    143410.9   22536.6    -132735.1     -8156.4  23992.8    -32149.1
  2105    64.8164    98.4222    -292418.2    -325532.1      33113.9    143509.4   22550.2    -132945.6     -8169.3  24038.4    -32207.7
  2106    64.8164    98.4302    -292418.2    -325433.7      33015.5    143607.8   22563.8    -133156.1     -8182.2  24084.1    -32266.4
  2107    64.8164    98.4383    -292418.2    -325335.2      32917.1    143706.2   22577.4    -133366.6     -8195.2  24129.9    -32325.1
  2108    64.8164    98.4463    -292418.2    -325236.8      32818.6    143804.7   22591.1    -133577.1     -8208.1  24175.7    -32383.8
  2109    64.8164    98.4544    -292418.2    -325138.3      32720.2    143903.1   22604.7    -133787.6     -8221.0  24221.6    -32442.7
  2110    64.8164    98.4624    -292418.2    -325039.9      32621.7    144001.6   22618.3    -133998.1     -8234.0  24267.6    -32501.6
  2111    64.8164    98.4704    -292418.2    -324941.4      32523.3    144100.0   22631.9    -134208.7     -8246.9  24313.7    -32560.6
  2112    64.8164    98.4785    -292418.2    -324842.9      32424.8    144198.5   22645.6    -134419.3     -8259.9  24359.8    -32619.6
  2113    64.8164    98.4865    -292418.2    -324744.5      32326.3    144297.0   22659.2    -134629.9     -8272.8  24405.9    -32678.7
  2114    64.8164    98.4945    -292418.2    -324646.0      32227.8    144395.5   22672.8    -134840.5     -8285.7  24452.2    -32737.9
  2115    64.8164    98.5026    -292418.2    -324547.5      32129.3    144494.0   22686.4    -135051.1     -8298.7  24498.5    -32797.1
  2116    64.8164    98.5106    -292418.2    -324449.0      32030.8    144592.5   22700.1    -135261.7     -8311.6  24544.8    -32856.5
  2117    64.8164    98.5187    -292418.2    -324350.5      31932.3    144691.0   22713.7    -135472.4     -8324.6  24591.3    -32915.8
  2118    64.8164    98.5267    -292418.2    -324251.9      31833.8    144789.5   22727.3    -135683.1     -8337.5  24637.8    -32975.3
  2119    64.8164    98.5347    -292418.2    -324153.4      31735.2    144888.1   22740.9    -135893.8     -8350.5  24684.3    -33034.8
  2120    64.8164    98.5428    -292418.2    -324054.9      31636.7    144986.6   22754.6    -136104.5     -8363.4  24731.0    -33094.4
  2121    64.8164    98.5508    -292418.2    -323956.3      31538.1    145085.1   22768.2    -136315.2     -8376.4  24777.6    -33154.0
  2122    64.8164    98.5588    -292418.2    -323857.8      31439.6    145183.7   22781.8    -136525.9     -8389.3  24824.4    -33213.7
  2123    64.8164    98.5669    -292418.2    -323759.2      31341.0    145282.3   22795.4    -136736.7     -8402.3  24871.2    -33273.5
  2124    64.8164    98.5749    -292418.2    -323660.6      31242.5    145380.8   22809.1    -136947.4     -8415.2  24918.1    -33333.3
  2125    64.8164    98.5829    -292418.2    -323562.0      31143.9    145479.4   22822.7    -137158.2     -8428.2  24965.1    -33393.3
  2126    64.8164    98.5910    -292418.2    -323463.5      31045.3    145578.0   22836.3    -137369.0     -8441.1  25012.1    -33453.2
  2127    64.8164    98.5990    -292418.2    -323364.9      30946.7    145676.6   22849.9    -137579.8     -8454.1  25059.2    -33513.3
  2128    64.8164    98.6071    -292418.2    -323266.3      30848.1    145775.2   22863.6    -137790.7     -8467.0  25106.4    -33573.4
  2129    64.8164    98.6151    -292418.2    -323167.7      30749.5    145873.8   22877.2    -138001.5     -8480.0  25153.6    -33633.6
  2130    64.8164    98.6231    -292418.2    -323069.0      30650.9    145972.4   22890.8    -138212.4     -8492.9  25200.9    -33693.8
  2131    64.8164    98.6312    -292418.2    -322970.4      30552.2    146071.0   22904.4    -138423.2     -8505.9  25248.2    -33754.1
  2132    64.8164    98.6392    -292418.2    -322871.8      30453.6    146169.7   22918.1    -138634.1     -8518.9  25295.7    -33814.5
  2133    64.8164    98.6472    -292418.2    -322773.1      30355.0    146268.3   22931.7    -138845.1     -8531.8  25343.2    -33875.0
  2134    64.8164    98.6553    -292418.2    -322674.5      30256.3    146367.0   22945.3    -139056.0     -8544.8  25390.7    -33935.5
  2135    64.8164    98.6633    -292418.2    -322575.8      30157.6    146465.6   22958.9    -139266.9     -8557.7  25438.3    -33996.1
  2136    64.8164    98.6714    -292418.2    -322477.1      30059.0    146564.3   22972.6    -139477.9     -8570.7  25486.0    -34056.7
  2137    64.8164    98.6794    -292418.2    -322378.5      29960.3    146663.0   22986.2    -139688.9     -8583.7  25533.8    -34117.5
  2138    64.8164    98.6874    -292418.2    -322279.8      29861.6    146761.7   22999.8    -139899.9     -8596.6  25581.6    -34178.3
  2139    64.8164    98.6955    -292418.2    -322181.1      29762.9    146860.4   23013.4    -140110.9     -8609.6  25629.5    -34239.1
  2140    64.8164    98.7035    -292418.2    -322082.4      29664.2    146959.1   23027.1    -140321.9     -8622.6  25677.5    -34300.0
  2141    64.8164    98.7115    -292418.2    -321983.7      29565.5    147057.8   23040.7    -140532.9     -8635.5  25725.5    -34361.0
  2142    64.8164    98.7196    -292418.2    -321885.0      29466.8    147156.5   23054.3    -140744.0     -8648.5  25773.6    -34422.1
  2143    64.8164    98.7276    -292418.2    -321786.3      29368.1    147255.2   23067.9    -140955.1     -8661.5  25821.8    -34483.2
  2144    64.8164    98.7356    -292418.2    -321687.5      29269.4    147353.9   23081.6    -141166.1     -8674.4  25870.0    -34544.4
  2145    64.8164    98.7437    -292418.2    -321588.8      29170.6    147452.7   23095.2    -141377.3     -8687.4  25918.3    -34605.7
  2146    64.8164    98.7517    -292418.2    -321490.0      29071.9    147551.4   23108.8    -141588.4     -8700.4  25966.7    -34667.1
  2147    64.8164    98.7598    -292418.2    -321391.3      28973.1    147650.2   23122.4    -141799.5     -8713.4  26015.1    -34728.5
  2148    64.8164    98.7678    -292418.2    -321292.5      28874.3    147748.9   23136.1    -142010.7     -8726.3  26063.6    -34789.9
  2149    64.8164    98.7758    -292418.2    -321193.7      28775.6    147847.7   23149.7    -142221.8     -8739.3  26112.2    -34851.5
  2150    64.8164    98.7839    -292418.2    -321095.0      28676.8    147946.5   23163.3    -142433.0     -8752.3  26160.8    -34913.1
  2151    64.8164    98.7919    -292418.2    -320996.2      28578.0    148045.3   23176.9    -142644.2     -8765.3  26209.5    -34974.8
  2152    64.8164    98.7999    -292418.2    -320897.4      28479.2    148144.1   23190.6    -142855.4     -8778.2  26258.3    -35036.5
  2153    64.8164    98.8080    -292418.2    -320798.6      28380.4    148242.9   23204.2    -143066.7     -8791.2  26307.1    -35098.4
  2154    64.8164    98.8160    -292418.2    -320699.8      28281.6    148341.7   23217.8    -143277.9     -8804.2  26356.0    -35160.2
  2155    64.8164    98.8241    -292418.2    -320600.9      28182.8    148440.5   23231.5    -143489.2     -8817.2  26405.0    -35222.2
  2156    64.8164    98.8321    -292418.2    -320502.1      28083.9    148539.3   23245.1    -143700.5     -8830.2  26454.1    -35284.2
  2157    64.8164    98.8401    -292418.2    -320403.3      27985.1    148638.2   23258.7    -143911.8     -8843.2  26503.2    -35346.3
  2158    64.8164    98.8482    -292418.2    -320304.4      27886.3    148737.0   23272.3    -144123.1     -8856.1  26552.4    -35408.5
  2159    64.8164    98.8562    -292418.2    -320205.6      27787.4    148835.9   23286.0    -144334.4     -8869.1  26601.6    -35470.7
  2160    64.8164    98.8642    -292418.2    -320106.7      27688.6    148934.7   23299.6    -144545.8     -8882.1  26650.9    -35533.0
  2161    64.8164    98.8723    -292418.2    -320007.9      27589.7    149033.6   23313.2    -144757.1     -8895.1  26700.3    -35595.4
  2162    64.8164    98.8803    -292418.2    -319909.0      27490.8    149132.5   23326.8    -144968.5     -8908.1  26749.8    -35657.9
  2163    64.8164    98.8883    -292418.2    -319810.1      27391.9    149231.4   23340.5    -145179.9     -8921.1  26799.3    -35720.4
  2164    64.8164    98.8964    -292418.2    -319711.2      27293.0    149330.3   23354.1    -145391.3     -8934.1  26848.9    -35783.0
  2165    64.8164    98.9044    -292418.2    -319612.3      27194.1    149429.2   23367.7    -145602.7     -8947.1  26898.6    -35845.6
  2166    64.8164    98.9125    -292418.2    -319513.4      27095.2    149528.1   23381.3    -145814.2     -8960.1  26948.3    -35908.3
  2167    64.8164    98.9205    -292418.2    -319414.5      26996.3    149627.0   23395.0    -146025.6     -8973.1  26998.1    -35971.1
  2168    64.8164    98.9285    -292418.2    -319315.6      26897.4    149725.9   23408.6    -146237.1     -8986.0  27048.0    -36034.0
  2169    64.8164    98.9366    -292418.2    -319216.6      26798.5    149824.8   23422.2    -146448.6     -8999.0  27097.9    -36096.9
  2170    64.8164    98.9446    -292418.2    -319117.7      26699.5    149923.8   23435.8    -146660.1     -9012.0  27147.9    -36159.9
  2171    64.8164    98.9526    -292418.2    -319018.7      26600.6    150022.7   23449.5    -146871.6     -9025.0  27198.0    -36223.0
  2172    64.8164    98.9607    -292418.2    -318919.8      26501.6    150121.7   23463.1    -147083.2     -9038.0  27248.1    -36286.2
  2173    64.8164    98.9687    -292418.2    -318820.8      26402.6    150220.6   23476.7    -147294.7     -9051.0  27298.3    -36349.4
  2174    64.8164    98.9768    -292418.2    -318721.8      26303.7    150319.6   23490.3    -147506.3     -9064.0  27348.6    -36412.7
  2175    64.8164    98.9848    -292418.2    -318622.9      26204.7    150418.6   23504.0    -147717.9     -9077.0  27399.0    -36476.0
  2176    64.8164    98.9928    -292418.2    -318523.9      26105.7    150517.6   23517.6    -147929.5     -9090.0  27449.4    -36539.4
  2177    64.8164    99.0009    -292418.2    -318424.9      26006.7    150616.6   23531.2    -148141.1     -9103.0  27499.9    -36602.9
  2178    64.8164    99.0089    -292418.2    -318325.9      25907.7    150715.6   23544.8    -148352.7     -9116.0  27550.5    -36666.5
  2179    64.8164    99.0169    -292418.2    -318226.9      25808.7    150814.6   23558.5    -148564.4     -9129.1  27601.1    -36730.1
  2180    64.8164    99.0250    -292418.2    -318127.8      25709.7    150913.6   23572.1    -148776.0     -9142.1  27651.8    -36793.9
  2181    64.8164    99.0330    -292418.2    -318028.8      25610.6    151012.7   23585.7    -148987.7     -9155.1  27702.6    -36857.6
  2182    64.8164    99.0410    -292418.2    -317929.8      25511.6    151111.7   23599.3    -149199.4     -9168.1  27753.4    -36921.5
  2183    64.8164    99.0491    -292418.2    -317830.7      25412.6    151210.7   23613.0    -149411.1     -9181.1  27804.3    -36985.4
  2184    64.8164    99.0571    -292418.2    -317731.7      25313.5    151309.8   23626.6    -149622.9     -9194.1  27855.3    -37049.4
  2185    64.8164    99.0652    -292418.2    -317632.6      25214.4    151408.8   23640.2    -149834.6     -9207.1  27906.4    -37113.5
  2186    64.8164    99.0732    -292418.2    -317533.5      25115.4    151507.9   23653.8    -150046.4     -9220.1  27957.5    -37177.6
  2187    64.8164    99.0812    -292418.2    -317434.5      25016.3    151607.0   23667.5    -150258.2     -9233.1  28008.7    -37241.8
  2188    64.8164    99.0893    -292418.2    -317335.4      24917.2    151706.1   23681.1    -150470.0     -9246.1  28059.9    -37306.1
  2189    64.8164    99.0973    -292418.2    -317236.3      24818.1    151805.2   23694.7    -150681.8     -9259.2  28111.3    -37370.4
  2190    64.8164    99.1053    -292418.2    -317137.2      24719.0    151904.3   23708.3    -150893.6     -9272.2  28162.7    -37434.9
  2191    64.8164    99.1134    -292418.2    -317038.1      24619.9    152003.4   23722.0    -151105.5     -9285.2  28214.1    -37499.3
  2192    64.8164    99.1214    -292418.2    -316939.0      24520.8    152102.5   23735.6    -151317.3     -9298.2  28265.7    -37563.9
  2193    64.8164    99.1294    -292418.2    -316839.8      24421.7    152201.6   23749.2    -151529.2     -9311.2  28317.3    -37628.5
  2194    64.8164    99.1375    -292418.2    -316740.7      24322.5    152300.8   23762.8    -151741.1     -9324.3  28369.0    -37693.2
  2195    64.8164    99.1455    -292418.2    -316641.6      24223.4    152399.9   23776.5    -151953.0     -9337.3  28420.7    -37758.0
  2196    64.8164    99.1536    -292418.2    -316542.4      24124.2    152499.1   23790.1    -152164.9     -9350.3  28472.6    -37822.9
  2197    64.8164    99.1616    -292418.2    -316443.2      24025.1    152598.2   23803.7    -152376.9     -9363.3  28524.5    -37887.8
  2198    64.8164    99.1696    -292418.2    -316344.1      23925.9    152697.4   23817.3    -152588.8     -9376.3  28576.4    -37952.8
  2199    64.8164    99.1777    -292418.2    -316244.9      23826.7    152796.5   23831.0    -152800.8     -9389.4  28628.5    -38017.9
  2200    64.8164    99.1857    -292418.2    -316145.7      23727.6    152895.7   23844.6    -153012.8     -9402.4  28680.6    -38083.0
  2201    64.8164    99.1937    -292418.2    -316046.5      23628.4    152994.9   23858.2    -153224.8     -9415.4  28732.8    -38148.2
  2202    64.8164    99.2018    -292418.2    -315947.3      23529.2    153094.1   23871.8    -153436.8     -9428.5  28785.0    -38213.5
  2203    64.8164    99.2098    -292418.2    -315848.1      23430.0    153193.3   23885.5    -153648.8     -9441.5  28837.4    -38278.8
  2204    64.8164    99.2178    -292418.2    -315748.9      23330.7    153292.5   23899.1    -153860.9     -9454.5  28889.7    -38344.3
  2205    64.8164    99.2259    -292418.2    -315649.7      23231.5    153391.8   23912.7    -154073.0     -9467.5  28942.2    -38409.8
  2206    64.8164    99.2339    -292418.2    -315550.5      23132.3    153491.0   23926.4    -154285.0     -9480.6  28994.8    -38475.3
  2207    64.8164    99.2420    -292418.2    -315451.2      23033.1    153590.2   23940.0    -154497.1     -9493.6  29047.4    -38541.0
  2208    64.8164    99.2500    -292418.2    -315352.0      22933.8    153689.5   23953.6    -154709.3     -9506.6  29100.0    -38606.7
  2209    64.8164    99.2580    -292418.2    -315252.7      22834.6    153788.7   23967.2    -154921.4     -9519.7  29152.8    -38672.5
  2210    64.8164    99.2661    -292418.2    -315153.5      22735.3    153888.0   23980.9    -155133.5     -9532.7  29205.6    -38738.3
  2211    64.8164    99.2741    -292418.2    -315054.2      22636.0    153987.3   23994.5    -155345.7     -9545.8  29258.5    -38804.3
  2212    64.8164    99.2821    -292418.2    -314954.9      22536.7    154086.5   24008.1    -155557.9     -9558.8  29311.5    -38870.3
  2213    64.8164    99.2902    -292418.2    -314855.6      22437.5    154185.8   24021.7    -155770.1     -9571.8  29364.5    -38936.4
  2214    64.8164    99.2982    -292418.2    -314756.3      22338.2    154285.1   24035.4    -155982.3     -9584.9  29417.6    -39002.5
  2215    64.8164    99.3063    -292418.2    -314657.0      22238.9    154384.4   24049.0    -156194.5     -9597.9  29470.8    -39068.7
  2216    64.8164    99.3143    -292418.2    -314557.7      22139.6    154483.7   24062.6    -156406.8     -9611.0  29524.1    -39135.0
  2217    64.8164    99.3223    -292418.2    -314458.4      22040.2    154583.0   24076.2    -156619.0     -9624.0  29577.4    -39201.4
  2218    64.8164    99.3304    -292418.2    -314359.1      21940.9    154682.4   24089.9    -156831.3     -9637.0  29630.8    -39267.9
  2219    64.8164    99.3384    -292418.2    -314259.7      21841.6    154781.7   24103.5    -157043.6     -9650.1  29684.3    -39334.4
  2220    64.8164    99.3464    -292418.2    -314160.4      21742.2    154881.0   24117.1    -157255.9     -9663.1  29737.8    -39401.0
  2221    64.8164    99.3545    -292418.2    -314061.1      21642.9    154980.4   24130.7    -157468.2     -9676.2  29791.4    -39467.6
  2222    64.8164    99.3625    -292418.2    -313961.7      21543.5    155079.8   24144.4    -157680.6     -9689.2  29845.1    -39534.4
  2223    64.8164    99.3705    -292418.2    -313862.3      21444.2    155179.1   24158.0    -157893.0     -9702.3  29898.9    -39601.2
  2224    64.8164    99.3786    -292418.2    -313763.0      21344.8    155278.5   24171.6    -158105.3     -9715.3  29952.7    -39668.1
  2225    64.8164    99.3866    -292418.2    -313663.6      21245.4    155377.9   24185.2    -158317.7     -9728.4  30006.6    -39735.0
  2226    64.8164    99.3947    -292418.2    -313564.2      21146.0    155477.3   24198.9    -158530.1     -9741.4  30060.6    -39802.1
  2227    64.8164    99.4027    -292418.2    -313464.8      21046.6    155576.7   24212.5    -158742.5     -9754.5  30114.7    -39869.2
  2228    64.8164    99.4107    -292418.2    -313365.4      20947.2    155676.1   24226.1    -158955.0     -9767.5  30168.8    -39936.3
  2229    64.8164    99.4188    -292418.2    -313266.0      20847.8    155775.5   24239.7    -159167.4     -9780.6  30223.0    -40003.6
  2230    64.8164    99.4268    -292418.2    -313166.5      20748.4    155874.9   24253.4    -159379.9     -9793.7  30277.3    -40070.9
  2231    64.8164    99.4348    -292418.2    -313067.1      20648.9    155974.3   24267.0    -159592.4     -9806.7  30331.6    -40138.3
  2232    64.8164    99.4429    -292418.2    -312967.7      20549.5    156073.8   24280.6    -159804.9     -9819.8  30386.0    -40205.8
  2233    64.8164    99.4509    -292418.2    -312868.2      20450.1    156173.2   24294.2    -160017.4     -9832.8  30440.5    -40273.4
  2234    64.8164    99.4589    -292418.2    -312768.8      20350.6    156272.7   24307.9    -160230.0     -9845.9  30495.1    -40341.0
  2235    64.8164    99.4670    -292418.2    -312669.3      20251.1    156372.2   24321.5    -160442.5     -9858.9  30549.7    -40408.7
  2236    64.8164    99.4750    -292418.2    -312569.8      20151.7    156471.6   24335.1    -160655.1     -9872.0  30604.5    -40476.5
  2237    64.8164    99.4831    -292418.2    -312470.4      20052.2    156571.1   24348.7    -160867.7     -9885.1  30659.2    -40544.3
  2238    64.8164    99.4911    -292418.2    -312370.9      19952.7    156670.6   24362.4    -161080.3     -9898.1  30714.1    -40612.2
  2239    64.8164    99.4991    -292418.2    -312271.4      19853.2    156770.1   24376.0    -161292.9     -9911.2  30769.0    -40680.2
  2240    64.8164    99.5072    -292418.2    -312171.9      19753.7    156869.6   24389.6    -161505.5     -9924.3  30824.0    -40748.3
  2241    64.8164    99.5152    -292418.2    -312072.4      19654.2    156969.1   24403.2    -161718.2     -9937.3  30879.1    -40816.4
  2242    64.8164    99.5232    -292418.2    -311972.8      19554.7    157068.6   24416.9    -161930.8     -9950.4  30934.3    -40884.7
  2243    64.8164    99.5313    -292418.2    -311873.3      19455.1    157168.1   24430.5    -162143.5     -9963.5  30989.5    -40953.0
  2244    64.8164    99.5393    -292418.2    -311773.8      19355.6    157267.7   24444.1    -162356.2     -9976.5  31044.8    -41021.3
  2245    64.8164    99.5473    -292418.2    -311674.2      19256.1    157367.2   24457.7    -162568.9     -9989.6  31100.2    -41089.8
  2246    64.8164    99.5554    -292418.2    -311574.7      19156.5    157466.8   24471.4    -162781.6    -10002.7  31155.6    -41158.3
  2247    64.8164    99.5634    -292418.2    -311475.1      19057.0    157566.3   24485.0    -162994.4    -10015.8  31211.1    -41226.9
  2248    64.8164    99.5715    -292418.2    -311375.6      18957.4    157665.9   24498.6    -163207.1    -10028.8  31266.7    -41295.6
  2249    64.8164    99.5795    -292418.2    -311276.0      18857.8    157765.5   24512.2    -163419.9    -10041.9  31322.4    -41364.3
  2250    64.8164    99.5875    -292418.2    -311176.4      18758.2    157865.1   24525.9    -163632.7    -10055.0  31378.2    -41433.1
  2251    64.8164    99.5956    -292418.2    -311076.8      18658.6    157964.7   24539.5    -163845.5    -10068.1  31434.0    -41502.0
  2252    64.8164    99.6036    -292418.2    -310977.2      18559.0    158064.3   24553.1    -164058.3    -10081.1  31489.9    -41571.0
  2253    64.8164    99.6116    -292418.2    -310877.6      18459.4    158163.9   24566.7    -164271.2    -10094.2  31545.8    -41640.1
  2254    64.8164    99.6197    -292418.2    -310778.0      18359.8    158263.5   24580.4    -164484.0    -10107.3  31601.9    -41709.2
  2255    64.8164    99.6277    -292418.2    -310678.4      18260.2    158363.1   24594.0    -164696.9    -10120.4  31658.0    -41778.4
  2256    64.8164    99.6357    -292418.2    -310578.7      18160.6    158462.7   24607.6    -164909.8    -10133.5  31714.2    -41847.7
  2257    64.8164    99.6438    -292418.2    -310479.1      18060.9    158562.4   24621.3    -165122.7    -10146.5  31770.5    -41917.0
  2258    64.8164    99.6518    -292418.2    -310379.4      17961.3    158662.0   24634.9    -165335.6    -10159.6  31826.8    -41986.4
  2259    64.8164    99.6599    -292418.2    -310279.8      17861.6    158761.7   24648.5    -165548.6    -10172.7  31883.2    -42055.9
  2260    64.8164    99.6679    -292418.2    -310180.1      17761.9    158861.3   24662.1    -165761.5    -10185.8  31939.7    -42125.5
  2261    64.8164    99.6759    -292418.2    -310080.4      17662.3    158961.0   24675.8    -165974.5    -10198.9  31996.3    -42195.2
  2262    64.8164    99.6840    -292418.2    -309980.8      17562.6    159060.7   24689.4    -166187.5    -10212.0  32052.9    -42264.9
  2263    64.8164    99.6920    -292418.2    -309881.1      17462.9    159160.4   24703.0    -166400.5    -10225.1  32109.7    -42334.7
  2264    64.8164    99.7000    -292418.2    -309781.4      17363.2    159260.1   24716.6    -166613.5    -10238.1  32166.4    -42404.6
  2265    64.8164    99.7081    -292418.2    -309681.7      17263.5    159359.8   24730.3    -166826.5    -10251.2  32223.3    -42474.5
  2266    64.8164    99.7161    -292418.2    -309582.0      17163.8    159459.5   24743.9    -167039.6    -10264.3  32280.3    -42544.6
  2267    64.8164    99.7241    -292418.2    -309482.2      17064.1    159559.2   24757.5    -167252.6    -10277.4  32337.3    -42614.7
  2268    64.8164    99.7322    -292418.2    -309382.5      16964.3    159658.9   24771.1    -167465.7    -10290.5  32394.4    -42684.9
  2269    64.8164    99.7402    -292418.2    -309282.8      16864.6    159758.7   24784.8    -167678.8    -10303.6  32451.5    -42755.1
  2270    64.8164    99.7483    -292418.2    -309183.0      16764.9    159858.4   24798.4    -167891.9    -10316.7  32508.8    -42825.5
  2271    64.8164    99.7563    -292418.2    -309083.3      16665.1    159958.2   24812.0    -168105.1    -10329.8  32566.1    -42895.9
  2272    64.8164    99.7643    -292418.2    -308983.5      16565.4    160057.9   24825.6    -168318.2    -10342.9  32623.5    -42966.4
  2273    64.8164    99.7724    -292418.2    -308883.8      16465.6    160157.7   24839.3    -168531.4    -10356.0  32681.0    -43037.0
  2274    64.8164    99.7804    -292418.2    -308784.0      16365.8    160257.5   24852.9    -168744.5    -10369.1  32738.5    -43107.6
  2275    64.8164    99.7884    -292418.2    -308684.2      16266.0    160357.3   24866.5    -168957.7    -10382.2  32796.2    -43178.4
  2276    64.8164    99.7965    -292418.2    -308584.4      16166.2    160457.1   24880.1    -169171.0    -10395.3  32853.9    -43249.2
  2277    64.8164    99.8045    -292418.2    -308484.6      16066.4    160556.9   24893.8    -169384.2    -10408.4  32911.6    -43320.0
  2278    64.8164    99.8125    -292418.2    -308384.8      15966.6    160656.7   24907.4    -169597.4    -10421.5  32969.5    -43391.0
  2279    64.8164    99.8206    -292418.2    -308285.0      15866.8    160756.5   24921.0    -169810.7    -10434.6  33027.4    -43462.0
  2280    64.8164    99.8286    -292418.2    -308185.2      15767.0    160856.3   24934.6    -170024.0    -10447.7  33085.4    -43533.1
  2281    64.8164    99.8367    -292418.2    -308085.3      15667.1    160956.1   24948.3    -170237.2    -10460.8  33143.5    -43604.3
  2282    64.8164    99.8447    -292418.2    -307985.5      15567.3    161056.0   24961.9    -170450.6    -10473.9  33201.7    -43675.6
  2283    64.8164    99.8527    -292418.2    -307885.6      15467.5    161155.8   24975.5    -170663.9    -10487.0  33259.9    -43746.9
  2284    64.8164    99.8608    -292418.2    -307785.8      15367.6    161255.7   24989.1    -170877.2    -10500.1  33318.2    -43818.4
  2285    64.8164    99.8688    -292418.2    -307685.9      15267.7    161355.5   25002.8    -171090.6    -10513.3  33376.6    -43889.9
  2286    64.8164    99.8768    -292418.2    -307586.0      15167.9    161455.4   25016.4    -171303.9    -10526.4  33435.1    -43961.4
  2287    64.8164    99.8849    -292418.2    -307486.2      15068.0    161555.3   25030.0    -171517.3    -10539.5  33493.6    -44033.1
  2288    64.8164    99.8929    -292418.2    -307386.3      14968.1    161655.2   25043.6    -171730.7    -10552.6  33552.2    -44104.8
  2289    64.8164    99.9009    -292418.2    -307286.4      14868.2    161755.1   25057.3    -171944.2    -10565.7  33610.9    -44176.6
  2290    64.8164    99.9090    -292418.2    -307186.5      14768.3    161855.0   25070.9    -172157.6    -10578.8  33669.7    -44248.5
  2291    64.8164    99.9170    -292418.2    -307086.5      14668.4    161954.9   25084.5    -172371.0    -10591.9  33728.6    -44320.5
  2292    64.8164    99.9250    -292418.2    -306986.6      14568.5    162054.8   25098.1    -172584.5    -10605.1  33787.5    -44392.5
  2293    64.8164    99.9331    -292418.2    -306886.7      14468.5    162154.8   25111.8    -172798.0    -10618.2  33846.5    -44464.7
  2294    64.8164    99.9411    -292418.2    -306786.8      14368.6    162254.7   25125.4    -173011.5    -10631.3  33905.6    -44536.9
  2295    64.8164    99.9492    -292418.2    -306686.8      14268.6    162354.6   25139.0    -173225.0    -10644.4  33964.7    -44609.1
  2296    64.8164    99.9572    -292418.2    -306586.9      14168.7    162454.6   25152.6    -173438.5    -10657.5  34024.0    -44681.5
  2297    64.8164    99.9652    -292418.2    -306486.9      14068.7    162554.5   25166.3    -173652.1    -10670.7  34083.3    -44753.9
  2298    64.8164    99.9733    -292418.2    -306386.9      13968.8    162654.5   25179.9    -173865.6    -10683.8  34142.7    -44826.4
  2299    64.8164    99.9813    -292418.2    -306287.0      13868.8    162754.5   25193.5    -174079.2    -10696.9  34202.1    -44899.0
  2300    64.8164    99.9893    -292418.2    -306187.0      13768.8    162854.5   25207.1    -174292.8    -10710.0  34261.7    -44971.7
  2301    64.8164    99.9974    -292418.2    -306087.0      13668.8    162954.5   25220.8    -174506.4    -10723.2  34321.3    -45044.5
  2302    64.8164   100.0054    -292418.2    -305987.0      13568.8    163054.5   25234.4    -174720.1    -10736.3  34381.0    -45117.3
  2303    64.8164   100.0134    -292418.2    -305887.0      13468.8    163154.5   25248.0    -174933.7    -10749.4  34440.8    -45190.2
  2304    64.8164   100.0215    -292418.2    -305786.9      13368.8    163254.5   25261.6    -175147.4    -10762.5  34500.7    -45263.2
  2305    64.8164   100.0295    -292418.2    -305686.9      13268.8    163354.5   25275.3    -175361.0    -10775.7  34560.6    -45336.3
  2306    64.8164   100.0376    -292418.2    -305586.9      13168.7    163454.6   25288.9    -175574.7    -10788.8  34620.6    -45409.4
  2307    64.8164   100.0456    -292418.2    -305486.8      13068.7    163554.6   25302.5    -175788.4    -10801.9  34680.7    -45482.6
  2308    64.8164   100.0536    -292418.2    -305386.8      12968.6    163654.7   25316.2    -176002.2    -10815.1  34740.9    -45555.9
  2309    64.8164   100.0617    -292418.2    -305286.7      12868.6    163754.7   25329.8    -176215.9    -10828.2  34801.1    -45629.3
  2310    64.8164   100.0697    -292418.2    -305186.7      12768.5    163854.8   25343.4    -176429.7    -10841.3  34861.4    -45702.8
  2311    64.8164   100.0777    -292418.2    -305086.6      12668.4    163954.8   25357.0    -176643.4    -10854.5  34921.8    -45776.3
  2312    64.8164   100.0858    -292418.2    -304986.5      12568.4    164054.9   25370.7    -176857.2    -10867.6  34982.3    -45849.9
  2313    64.8164   100.0938    -292418.2    -304886.4      12468.3    164155.0   25384.3    -177071.0    -10880.7  35042.9    -45923.6
